Order,Word,Translation,corrAnsEspV,practiceListB,practiceListB0,practiceListB1,practiceListB2,practiceListB3,practiceListB4,practiceListB5,practiceListB6,practiceListB7,conditionB,stimuliListB0,stimuliListB1,stimuliListB2,stimuliListB3,stimuliListB4,stimuliListB5,stimuliListB6,stimuliListB7,stimuliListB8,stimuliListB9,stimuliListB10,stimuliListB11,stimuliListB12,stimuliListB13,stimuliListB14,stimuliListB15,stimuliListB16,stimuliListB17,stimuliListB18,stimuliListB19,stimuliListB20,stimuliListB21,stimuliListB22,stimuliListB23,stimuliListB24,stimuliListB25,stimuliListB26,stimuliListB27,stimuliListB28,stimuliListB29,stimuliListB30,stimuliListB31,stimuliListB32,stimuliListB33,stimuliListB34,stimuliListB35,stimuliListB36,stimuliListB37,stimuliListB38,stimuliListB39,stimuliListB40,stimuliListB41,stimuliListB42,stimuliListB43,stimuliListB44,stimuliListB45,stimuliListB46,stimuliListB47,syllabification,corrSyl,corrAns,keyCVC,keyCV,corrAnsEngV,questionNum,color,sectionEng,questionTextEng,languageEng,sectionEsp,questionTextEsp,languageEsp,lexEspLoop.thisRepN,lexEspLoop.thisTrialN,lexEspLoop.thisN,lexEspLoop.thisIndex,pracTarLoop.thisRepN,pracTarLoop.thisTrialN,pracTarLoop.thisN,pracTarLoop.thisIndex,pracTrialLoop.thisRepN,pracTrialLoop.thisTrialN,pracTrialLoop.thisN,pracTrialLoop.thisIndex,expTarLoop.thisRepN,expTarLoop.thisTrialN,expTarLoop.thisN,expTarLoop.thisIndex,expTrialLoop.thisRepN,expTrialLoop.thisTrialN,expTrialLoop.thisN,expTrialLoop.thisIndex,sylPracLoop.thisRepN,sylPracLoop.thisTrialN,sylPracLoop.thisN,sylPracLoop.thisIndex,syllableLoop.thisRepN,syllableLoop.thisTrialN,syllableLoop.thisN,syllableLoop.thisIndex,lexEngLoop.thisRepN,lexEngLoop.thisTrialN,lexEngLoop.thisN,lexEngLoop.thisIndex,trials_blp_hist.thisRepN,trials_blp_hist.thisTrialN,trials_blp_hist.thisN,trials_blp_hist.thisIndex,trials_blp_use.thisRepN,trials_blp_use.thisTrialN,trials_blp_use.thisN,trials_blp_use.thisIndex,trials_blp_prof.thisRepN,trials_blp_prof.thisTrialN,trials_blp_prof.thisN,trials_blp_prof.thisIndex,trials_blp_att.thisRepN,trials_blp_att.thisTrialN,trials_blp_att.thisN,trials_blp_att.thisIndex,lexEsp_key_resp.keys,lexEsp_key_resp.corr,lexEsp_key_resp.rt,seg_key_resp.keys,seg_key_resp.rt,expSyl_key_resp.keys,expSyl_key_resp.corr,expSyl_key_resp.rt,lexEng_key_resp.keys,lexEng_key_resp.corr,lexEng_key_resp.rt,rating_lang_hist.response,rating_lang_hist.rt,rating_use_eng.response,rating_lang_prof.response,rating_lang_prof.rt,rating_lang_att.response,rating_lang_att.rt,01_Participante (Participant):,02_Sesión (Session):,03_Nombre (First name):,04_Apellido (Last name):,05_Edad (Age):,06_Sexo (Gender):,07_País de nacimiento (Birth country):,08_Lugar de residencia (Place of residence):,09_Nivel más alto de formación académica (Highest level of formal education):,10_Idioma preferido (Preferred language):,date,expName,psychopyVersion,frameRate,
42,cadallo,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.2518086019990733,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
43,canela,cinnamon,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.31933935699998983,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
44,cuchara,spoon,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.24901475299702724,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
45,jilguero,goldfinch,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.35280744500050787,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
46,martillo,hammer,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.2691991070023505,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
47,cartinar,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.31967842200174346,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
48,ladrón,thief,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.718117615000665,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
49,ganar,win,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.26873496800180874,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
50,flamida,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.43574862600144115,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
51,candado,padlock,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.8502378199991654,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
52,camisa,shirt,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5351906059986504,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
53,vegada,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.5841255539999111,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
54,fomentar,promote,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.3038789739985077,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
55,nevar,snow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.7014007380021212,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
56,musgo,moss,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.35163651000038953,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
57,tacaño,stingy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5178111210007046,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
58,plaudir,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.38418942499993136,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
59,besar,kiss,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3029013679988566,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
60,matar,kill,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.5854549579999002,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
61,seda,silk,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5317781189987727,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
62,flaco,skinny,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.4016921459988225,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
63,esposante,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.6184161279998079,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
64,orgulloso,proud,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.5348685339995427,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
65,bizcocho,cake,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.16987653400065028,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
66,hacido,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.4193006140012585,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
67,cabello,hair,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3361489079979947,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
68,alegre,cheerful,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.286192387000483,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
69,engatusar,cajole,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.302130437001324,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
70,temblo,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.4362601850007195,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
71,polvoriento,dusty,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7338556089998747,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
72,pemición,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.3519013080003788,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
73,hervidor,kettle,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.25305744399884134,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
74,cintro,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.23527389100127039,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
75,yacer,lie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.415843793998647,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
76,atar,tie,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3861173380028049,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
77,tiburón,shark,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.36825575699913315,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
78,frondoso,leafy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.29937969900129247,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
79,tropaje,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.3025575559986464,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
80,hormiga,ant,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,82,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.2852009930029453,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
81,pozo,well,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,83,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.36820155999885174,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
82,empirador,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,84,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.402684489999956,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
83,guante,glove,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,85,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.2516872600026545,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
84,escuto,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.4346411620026629,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
85,laud,lute,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,87,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.2663626680005109,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
86,barato,cheap,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3525169669992465,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
87,grodo,NW,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,89,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.35234942700117244,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
88,acantilado,cliff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,90,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0.21924714800115908,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
89,prisa,hurry,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,91,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.2690840209979797,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
90,clavel,carnation,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,92,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.3866410109985736,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
,,,,filleritem8,donaire,pureza,devillo,foscillo,cigoto,nocena,galgango,vaquilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part001,B,John,Smith,39,Hombre,México,Tucson,"Universidad (diplomatura, licenciatura)",español,2019_Apr_15_1426,Segmentation,3.0.5,60.140482152515936,
